"DATES" "FL664090005.Q" "FL663020003.Q" "FL664004005.Q" "FL663069103.Q" "FL663061105.Q" "FL663061703.Q" "FL663062003.Q" "FL663063005.Q" "FL663069803.Q" "FL663064103.Q" "FL663067003.Q" "FL663090005.Q" "FL664190005.Q" "FL662150005.Q" "FL664104005.Q" "FL663163003.Q" "FL663168005.Q" "FL663170003.Q" "FL663167005.Q" "FL663167003.Q" "FL763067005.Q" "FL753067000.Q" "FL663178003.Q" "FL663190005.Q" "FL663192003.Q" "FL663194005.Q" "FL663193005.Q"
"200002" 1132907.00 26969.00 188155.00 38226.00 -24138.00 55092.00 9868.00 101083.00 8024.00 74528.00 270234.00 573021.00 1085276.00 271661.00 36247.00 36247.00 0.00 39405.00 509941.00 359464.00 70454.00 80023.00 1719.00 226303.00 40238.00 353251.00 -167186.00
"200003" 1208607.00 20781.00 243331.00 45430.00 7847.00 62613.00 10836.00 108109.00 8496.00 81519.00 273873.00 589103.00 1159986.00 317601.00 42588.00 42588.00 0.00 35912.00 531938.00 372945.00 67538.00 91455.00 1772.00 230175.00 41017.00 354807.00 -165649.00
"200004" 1221388.00 30329.00 223617.00 39210.00 -3252.00 63695.00 11289.00 103760.00 8915.00 77220.00 235134.00 655088.00 1185285.00 302165.00 40944.00 40944.00 0.00 35915.00 587586.00 412434.00 74671.00 100481.00 2096.00 216579.00 53973.00 360535.00 -197929.00
"200101" 1211486.00 30954.00 317728.00 44637.00 61131.00 75298.00 12658.00 114687.00 9317.00 78268.00 195785.00 588751.00 1174358.00 287071.00 35007.00 35007.00 0.00 35339.00 603521.00 412029.00 82178.00 109314.00 1208.00 212212.00 55362.00 410577.00 -253727.00
"200102" 1334881.00 37066.00 288404.00 44830.00 1549.00 96345.00 13677.00 122200.00 9803.00 89825.00 195977.00 723609.00 1297625.00 334223.00 43913.00 43913.00 0.00 33321.00 585570.00 412906.00 83792.00 88872.00 1320.00 299278.00 56751.00 395359.00 -152832.00
"200103" 1462638.00 53727.00 366367.00 50792.00 67409.00 80443.00 15997.00 141662.00 10064.00 66595.00 258064.00 717885.00 1426499.00 402273.00 47064.00 47064.00 0.00 36136.00 661856.00 494787.00 92620.00 74449.00 1447.00 277723.00 58140.00 382245.00 -162662.00
"200104" 1465640.00 47120.00 316043.00 48160.00 9816.00 77780.00 19010.00 151023.00 10254.00 85080.00 196359.00 821038.00 1424624.00 353159.00 42343.00 42343.00 0.00 39211.00 629505.00 454329.00 81906.00 93270.00 1890.00 358516.00 56065.00 351710.00 -49259.00
"200201" 1441358.00 43054.00 299565.00 47646.00 -1663.00 71816.00 13606.00 158181.00 9979.00 86247.00 191989.00 820503.00 1397322.00 390427.00 38425.00 38425.00 0.00 36347.00 586045.00 427497.00 80690.00 77858.00 1911.00 344167.00 55165.00 383671.00 -94669.00
"200202" 1465244.00 45690.00 352644.00 50808.00 9925.00 89951.00 17419.00 174895.00 9646.00 83728.00 170555.00 812627.00 1420210.00 438338.00 42805.00 42805.00 0.00 30582.00 575068.00 400494.00 84884.00 89690.00 1632.00 331785.00 54265.00 361586.00 -84066.00
"200203" 1419722.00 40460.00 335245.00 44347.00 49.00 88821.00 20266.00 172343.00 9419.00 69384.00 149624.00 825009.00 1375200.00 383703.00 46614.00 46614.00 0.00 31767.00 576634.00 401309.00 84936.00 90389.00 1615.00 334867.00 53365.00 338084.00 -56582.00
"200204" 1335420.00 44217.00 344431.00 43495.00 -3912.00 91831.00 21026.00 183078.00 8913.00 74894.00 148201.00 723677.00 1272708.00 344176.00 40624.00 40624.00 0.00 37418.00 590641.00 412699.00 79219.00 98723.00 1347.00 258502.00 35401.00 349336.00 -126235.00
"200301" 1385505.00 44176.00 390925.00 46693.00 17481.00 128110.00 19208.00 170490.00 8943.00 67679.00 159526.00 723199.00 1321518.00 341958.00 50232.00 50232.00 0.00 28501.00 630345.00 429641.00 92040.00 108664.00 1634.00 268848.00 36119.00 364206.00 -131477.00
"200302" 1512117.00 43579.00 341147.00 41865.00 -63208.00 139400.00 22129.00 191988.00 8973.00 87637.00 248456.00 791298.00 1443856.00 366190.00 46175.00 46175.00 0.00 35253.00 715264.00 515135.00 104236.00 95893.00 1929.00 279045.00 36837.00 359781.00 -117573.00
"200303" 1560696.00 43857.00 374974.00 46074.00 8142.00 85829.00 24085.00 201843.00 9001.00 86803.00 227610.00 827452.00 1488418.00 420000.00 48640.00 48640.00 0.00 32468.00 704032.00 503443.00 99375.00 101214.00 1985.00 281293.00 37555.00 368842.00 -125104.00
"200304" 1613023.00 47162.00 424065.00 49356.00 37778.00 83726.00 24858.00 219299.00 9048.00 100537.00 182500.00 858759.00 1540086.00 490391.00 46991.00 46991.00 0.00 28218.00 676292.00 475360.00 91423.00 109509.00 1751.00 296443.00 37447.00 379763.00 -120767.00
"200401" 1703296.00 52962.00 405029.00 49519.00 11917.00 93776.00 25028.00 214940.00 9849.00 113454.00 200782.00 931069.00 1629329.00 482180.00 59978.00 59978.00 0.00 34599.00 740301.00 512899.00 96054.00 131348.00 1920.00 310351.00 38219.00 401645.00 -129513.00
"200402" 1652788.00 53428.00 325464.00 49956.00 -82071.00 86301.00 30172.00 229721.00 11385.00 117847.00 216509.00 939540.00 1579135.00 381874.00 60596.00 60596.00 0.00 32077.00 764545.00 533917.00 96700.00 133928.00 2034.00 338009.00 38991.00 379768.00 -80750.00
"200403" 1772403.00 53080.00 453514.00 49876.00 -12771.00 131898.00 33582.00 238203.00 12726.00 110251.00 209852.00 945706.00 1696059.00 484670.00 68897.00 68897.00 0.00 34236.00 767061.00 524341.00 103407.00 139313.00 2333.00 338862.00 39763.00 378385.00 -79286.00
"200404" 1844886.00 62881.00 394898.00 48015.00 -44572.00 107266.00 31961.00 237991.00 14237.00 129065.00 264019.00 994023.00 1777849.00 526858.00 62237.00 62237.00 0.00 36040.00 774163.00 578316.00 102170.00 93677.00 2195.00 376356.00 49610.00 390274.00 -63528.00
"200501" 1947066.00 60832.00 440012.00 50399.00 -26886.00 108177.00 36344.00 256096.00 15882.00 134575.00 266078.00 1045569.00 1878063.00 621703.00 65026.00 65026.00 0.00 34972.00 785181.00 569369.00 101088.00 114724.00 2608.00 368573.00 48960.00 479289.00 -159676.00
"200502" 2040259.00 58952.00 457328.00 62476.00 -69113.00 135931.00 32413.00 277761.00 17860.00 131123.00 263518.00 1129338.00 1969736.00 680934.00 63720.00 63720.00 0.00 35049.00 800689.00 583167.00 90055.00 127467.00 1254.00 388090.00 48310.00 501798.00 -162018.00
"200503" 2117585.00 57728.00 431988.00 63811.00 -84185.00 118070.00 35288.00 279551.00 19453.00 132883.00 258013.00 1236973.00 2043907.00 706495.00 70720.00 70720.00 0.00 45227.00 810175.00 578366.00 95500.00 136309.00 1794.00 409496.00 47660.00 511644.00 -149808.00
"200504" 2127050.00 56460.00 477193.00 60246.00 -64593.00 101001.00 42885.00 315704.00 21950.00 158331.00 232447.00 1202619.00 2052605.00 733568.00 62361.00 62361.00 0.00 43079.00 805984.00 575308.00 95620.00 135056.00 2080.00 405533.00 49947.00 524134.00 -168548.00
"200601" 2288071.00 62521.00 497249.00 66698.00 -79789.00 129388.00 35553.00 319756.00 25643.00 167166.00 249478.00 1311657.00 2200854.00 816482.00 71136.00 71136.00 0.00 35902.00 856024.00 598590.00 101852.00 155582.00 2566.00 418744.00 45101.00 514789.00 -141146.00
"200602" 2402562.00 74653.00 469989.00 67615.00 -148588.00 155065.00 37889.00 327412.00 30596.00 166945.00 243845.00 1447130.00 2313502.00 835019.00 72769.00 72769.00 0.00 48938.00 904803.00 646293.00 93358.00 165152.00 2812.00 449161.00 44371.00 525007.00 -120217.00
"200603" 2584491.00 69778.00 537319.00 73995.00 -110446.00 160911.00 38392.00 340123.00 34344.00 172725.00 254532.00 1550137.00 2492012.00 963028.00 74011.00 74011.00 0.00 43328.00 936932.00 654780.00 110374.00 171778.00 3269.00 471444.00 43097.00 524006.00 -95659.00
"200604" 2741746.00 80480.00 583372.00 64305.00 -67039.00 138039.00 50868.00 355486.00 41713.00 186369.00 292099.00 1599426.00 2669063.00 1071819.00 68788.00 68788.00 0.00 48279.00 957833.00 655663.00 116540.00 185630.00 2805.00 519539.00 61018.00 551019.00 -92498.00
"200701" 3020297.00 81859.00 677153.00 77128.00 -41484.00 147783.00 48412.00 400261.00 45053.00 202062.00 278962.00 1780261.00 2944714.00 1224547.00 83652.00 83652.00 0.00 51652.00 1010014.00 690136.00 121959.00 197919.00 3548.00 571301.00 66857.00 513502.00 -9058.00
"200702" 3169543.00 89825.00 583755.00 79874.00 -139335.00 122627.00 53953.00 418032.00 48604.00 223084.00 334032.00 1938847.00 3092601.00 1219196.00 93615.00 93615.00 0.00 65473.00 1045474.00 745313.00 118941.00 181220.00 3483.00 665360.00 68593.00 522661.00 74106.00
"200703" 3201937.00 86295.00 718223.00 86029.00 -95338.00 214645.00 45124.00 416966.00 50797.00 220624.00 296520.00 1880275.00 3128849.00 1293738.00 86273.00 86273.00 0.00 62129.00 1077998.00 757822.00 135267.00 184909.00 3469.00 605242.00 70356.00 571124.00 -36238.00
"200704" 3092024.00 104980.00 803101.00 87115.00 -59964.00 290197.00 50122.00 382792.00 52839.00 224757.00 325534.00 1633652.00 3019379.00 1147283.00 64803.00 64803.00 0.00 45842.00 1200882.00 866424.00 145854.00 188604.00 2186.00 558383.00 62620.00 567461.00 -71698.00
"200801" 3244240.00 122378.00 864267.00 107489.00 -23674.00 298061.00 66073.00 362689.00 53629.00 180134.00 365327.00 1712134.00 3183605.00 1196680.00 120112.00 80369.00 39743.00 43494.00 1281724.00 984530.00 158441.00 138753.00 2043.00 539552.00 74557.00 572449.00 -107454.00
"200802" 2957944.00 115605.00 691840.00 102908.00 -93297.00 311194.00 51803.00 264958.00 54274.00 189631.00 291465.00 1669403.00 2901559.00 971514.00 85936.00 84481.00 1455.00 39087.00 1273438.00 992080.00 158125.00 123233.00 2617.00 528967.00 84994.00 613460.00 -169487.00
"200803" 3001925.00 161934.00 820777.00 153941.00 -9173.00 350042.00 61946.00 208208.00 55813.00 160646.00 402323.00 1456245.00 2971747.00 751873.00 276660.00 76926.00 199734.00 34362.00 1282851.00 998551.00 178762.00 105538.00 2538.00 623463.00 107721.00 582385.00 -66643.00
"200804" 2217183.00 120078.00 717424.00 65701.00 190624.00 242649.00 38741.00 123788.00 55921.00 109172.00 164838.00 1105671.00 2158143.00 586935.00 142551.00 97067.00 45484.00 21167.00 963630.00 742660.00 158641.00 62329.00 2485.00 441375.00 72064.00 672108.00 -302797.00
"200901" 1925452.00 103164.00 594013.00 49879.00 130942.00 221979.00 38740.00 102227.00 50246.00 79551.00 134275.00 1014449.00 1858175.00 418403.00 102448.00 82039.00 20409.00 47794.00 882929.00 666349.00 139119.00 77461.00 2681.00 403920.00 69270.00 1151428.00 -816778.00
"200902" 2011360.00 92028.00 599166.00 61262.00 155937.00 177219.00 38308.00 120561.00 45879.00 89312.00 147666.00 1083188.00 1924764.00 481821.00 102207.00 97137.00 5070.00 54513.00 851416.00 657287.00 120869.00 73260.00 4500.00 430307.00 72962.00 1159894.00 -802549.00
"200903" 2060636.00 81933.00 533430.00 49532.00 105725.00 141568.00 41895.00 152257.00 42453.00 108514.00 173767.00 1162992.00 1964929.00 449031.00 104052.00 104025.00 27.00 66910.00 893744.00 671709.00 157065.00 64970.00 6248.00 444944.00 71077.00 1102513.00 -728646.00
"200904" 2084221.00 90721.00 525315.00 41538.00 122977.00 110876.00 35430.00 154388.00 60106.00 124151.00 202985.00 1141049.00 1977686.00 470893.00 92851.00 92851.00 0.00 70062.00 888196.00 668571.00 158047.00 61578.00 5719.00 449965.00 64404.00 1119268.00 -733707.00
"201001" 2091950.00 90177.00 544929.00 38495.00 123620.00 127506.00 40342.00 162827.00 52139.00 112353.00 196375.00 1148116.00 1979901.00 439967.00 92252.00 92252.00 0.00 62213.00 912383.00 680005.00 160044.00 72334.00 4384.00 468702.00 65809.00 1136936.00 -734043.00
"201002" 1977902.00 86072.00 529086.00 33091.00 87092.00 161881.00 35015.00 161867.00 50140.00 98409.00 216997.00 1047338.00 1864794.00 340948.00 100907.00 100907.00 0.00 51991.00 929080.00 685987.00 164462.00 78631.00 4360.00 437508.00 66564.00 1115785.00 -744841.00
"201003" 2025703.00 89523.00 539728.00 34189.00 73779.00 173536.00 39207.00 170340.00 48677.00 100587.00 233671.00 1062194.00 1915535.00 361131.00 96115.00 96115.00 0.00 55073.00 940037.00 696793.00 144059.00 99185.00 6368.00 456811.00 67488.00 1123860.00 -734537.00
"201004" 2075145.00 96923.00 557526.00 36240.00 94503.00 149812.00 40017.00 189549.00 47405.00 117240.00 278175.00 1025281.00 1975830.00 404687.00 129722.00 129722.00 0.00 18072.00 936591.00 694256.00 152268.00 90067.00 3648.00 483110.00 88539.00 1124637.00 -730066.00
"201101" 2094435.00 88761.00 555877.00 39578.00 78262.00 153228.00 36472.00 202420.00 45917.00 131652.00 315728.00 1002417.00 1993308.00 427111.00 128238.00 128238.00 0.00 18386.00 942330.00 703302.00 152088.00 86940.00 4228.00 473015.00 90369.00 1153061.00 -770415.00
"201102" 2121140.00 105410.00 548677.00 42229.00 56322.00 174711.00 40045.00 187389.00 47981.00 131158.00 312853.00 1023042.00 2023106.00 387935.00 110065.00 110065.00 0.00 19234.00 1010996.00 757718.00 163157.00 90121.00 4340.00 490536.00 94646.00 1135452.00 -739562.00
"201103" 1971401.00 111054.00 510569.00 40742.00 78918.00 166768.00 36066.00 133704.00 54371.00 97695.00 251931.00 1000152.00 1883615.00 179503.00 99211.00 99211.00 0.00 16304.00 1128945.00 804893.00 186893.00 137159.00 3689.00 455963.00 98988.00 1133705.00 -776730.00
"201104" 1949702.00 111849.00 563194.00 42143.00 183559.00 147730.00 30899.00 104519.00 54344.00 103166.00 238861.00 932632.00 1870911.00 215330.00 91829.00 91829.00 0.00 14262.00 1073702.00 752397.00 189601.00 131704.00 2533.00 473255.00 98123.00 1159268.00 -784136.00
"201201" 2063829.00 117367.00 610717.00 43707.00 203769.00 148650.00 34685.00 149291.00 30615.00 116254.00 267723.00 951768.00 1978049.00 251739.00 98018.00 98018.00 0.00 17316.00 1107822.00 762286.00 190823.00 154713.00 2989.00 500165.00 100267.00 1347306.00 -947408.00
"201202" 2052880.00 105181.00 600456.00 34691.00 201167.00 169806.00 31167.00 130778.00 32847.00 113471.00 244457.00 989315.00 1967675.00 219881.00 102140.00 102140.00 0.00 13480.00 1165747.00 777658.00 209770.00 178319.00 2846.00 463581.00 101097.00 1322272.00 -959788.00
"201203" 2048823.00 113489.00 589108.00 33220.00 190192.00 165507.00 29027.00 139254.00 31908.00 127909.00 269144.00 949173.00 1957817.00 169155.00 85832.00 85832.00 0.00 12988.00 1213236.00 780190.00 241795.00 191251.00 3676.00 472930.00 102943.00 1513780.00 -1143793.00
"201204" 2068299.00 128190.00 652304.00 29934.00 246539.00 169607.00 26632.00 146984.00 32608.00 126702.00 303747.00 857356.00 1977250.42 189195.00 90164.00 90164.00 0.00 14227.00 1208696.00 776041.00 242855.00 189800.00 3080.00 471888.42 104472.42 1628695.00 -1261279.00
